timestamp,temperature,throttling,count
2025-05-04T17:17:48.731,99.0,True,10
2025-05-04T17:17:50.760,97.0,True,20
2025-05-04T17:17:53.089,87.0,True,30
2025-05-04T17:17:56.299,82.0,False,40
2025-05-04T17:17:59.619,83.0,False,50
2025-05-04T17:18:02.707,84.0,False,60
2025-05-04T17:18:06.052,83.0,False,70
2025-05-04T17:18:08.931,86.0,True,80
2025-05-04T17:18:11.946,84.0,False,90
2025-05-04T17:18:15.196,85.0,True,100
2025-05-04T17:18:18.250,84.0,False,110
2025-05-04T17:18:21.151,84.0,False,120
2025-05-04T17:18:24.100,83.0,False,130
2025-05-04T17:18:27.063,86.0,True,140
2025-05-04T17:18:30.094,84.0,False,150
2025-05-04T17:18:33.086,84.0,False,160
2025-05-04T17:18:36.192,84.0,False,170
2025-05-04T17:18:38.998,85.0,True,180
2025-05-04T17:18:41.950,85.0,True,190
2025-05-04T17:18:44.971,86.0,True,200
2025-05-04T17:18:48.023,83.0,False,210
