timestamp,temperature,throttling,count
2025-05-04T17:17:48.702,99.0,True,10
2025-05-04T17:17:50.720,97.0,True,20
2025-05-04T17:17:52.942,87.0,True,30
2025-05-04T17:17:56.155,82.0,False,40
2025-05-04T17:17:59.162,81.0,False,50
2025-05-04T17:18:02.197,83.0,False,60
2025-05-04T17:18:05.259,84.0,False,70
2025-05-04T17:18:08.356,85.0,True,80
2025-05-04T17:18:11.449,85.0,True,90
2025-05-04T17:18:14.436,84.0,False,100
2025-05-04T17:18:17.530,84.0,False,110
2025-05-04T17:18:20.513,85.0,True,120
2025-05-04T17:18:23.409,83.0,False,130
2025-05-04T17:18:26.464,85.0,True,140
2025-05-04T17:18:29.569,85.0,True,150
2025-05-04T17:18:32.478,85.0,True,160
2025-05-04T17:18:35.615,85.0,True,170
2025-05-04T17:18:38.532,85.0,True,180
2025-05-04T17:18:41.609,84.0,False,190
2025-05-04T17:18:44.634,83.0,False,200
2025-05-04T17:18:47.841,84.0,False,210
