timestamp,temperature,throttling,count
2025-05-04T17:17:48.755,99.0,True,10
2025-05-04T17:17:50.795,97.0,True,20
2025-05-04T17:17:53.130,87.0,True,30
2025-05-04T17:17:56.439,82.0,False,40
2025-05-04T17:17:59.406,81.0,False,50
2025-05-04T17:18:02.469,83.0,False,60
2025-05-04T17:18:05.504,84.0,False,70
2025-05-04T17:18:08.356,85.0,True,80
2025-05-04T17:18:11.451,85.0,True,90
2025-05-04T17:18:14.292,84.0,False,100
2025-05-04T17:18:17.461,84.0,False,110
2025-05-04T17:18:20.634,85.0,True,120
2025-05-04T17:18:23.260,83.0,False,130
2025-05-04T17:18:26.272,85.0,True,140
2025-05-04T17:18:29.508,85.0,True,150
2025-05-04T17:18:32.397,85.0,True,160
2025-05-04T17:18:35.044,85.0,True,170
2025-05-04T17:18:38.248,85.0,True,180
2025-05-04T17:18:41.322,84.0,False,190
2025-05-04T17:18:44.158,83.0,False,200
2025-05-04T17:18:46.939,84.0,False,210
