timestamp,temperature,throttling,count
2025-05-04T17:17:49.442,99.0,True,10
2025-05-04T17:17:51.568,97.0,True,20
2025-05-04T17:17:54.555,83.0,False,30
2025-05-04T17:17:57.764,82.0,False,40
2025-05-04T17:18:00.970,81.0,False,50
2025-05-04T17:18:04.265,82.0,False,60
2025-05-04T17:18:07.573,83.0,False,70
2025-05-04T17:18:10.731,85.0,True,80
2025-05-04T17:18:13.846,84.0,False,90
2025-05-04T17:18:17.024,84.0,False,100
2025-05-04T17:18:20.016,85.0,True,110
2025-05-04T17:18:23.260,83.0,False,120
2025-05-04T17:18:26.171,85.0,True,130
2025-05-04T17:18:29.152,85.0,True,140
2025-05-04T17:18:32.347,85.0,True,150
2025-05-04T17:18:35.260,85.0,True,160
2025-05-04T17:18:38.197,85.0,True,170
2025-05-04T17:18:41.342,84.0,False,180
2025-05-04T17:18:44.342,83.0,False,190
2025-05-04T17:18:47.181,84.0,False,200
2025-05-04T17:18:48.571,83.0,False,210
