timestamp,temperature,throttling,count
2025-05-04T17:22:00.248,100.0,True,10
2025-05-04T17:22:03.424,99.0,True,20
2025-05-04T17:22:06.708,99.0,True,30
2025-05-04T17:22:11.183,81.0,False,40
2025-05-04T17:22:15.950,83.0,False,50
2025-05-04T17:22:20.502,81.0,False,60
2025-05-04T17:22:25.319,82.0,False,70
2025-05-04T17:22:30.560,82.0,False,80
2025-05-04T17:22:35.815,82.0,False,90
2025-05-04T17:22:41.074,83.0,False,100
2025-05-04T17:22:45.993,83.0,False,110
2025-05-04T17:22:51.065,84.0,False,120
2025-05-04T17:22:55.743,82.0,False,130
2025-05-04T17:22:59.570,83.0,False,140
