timestamp,temperature,throttling,count
2025-05-04T17:21:59.022,98.0,True,10
2025-05-04T17:22:02.131,99.0,True,20
2025-05-04T17:22:05.433,100.0,True,30
2025-05-04T17:22:09.383,83.0,False,40
2025-05-04T17:22:14.315,82.0,False,50
2025-05-04T17:22:19.198,81.0,False,60
2025-05-04T17:22:23.897,81.0,False,70
2025-05-04T17:22:28.704,84.0,False,80
2025-05-04T17:22:34.295,83.0,False,90
2025-05-04T17:22:39.412,84.0,False,100
2025-05-04T17:22:44.209,81.0,False,110
2025-05-04T17:22:49.563,83.0,False,120
2025-05-04T17:22:54.348,81.0,False,130
2025-05-04T17:22:58.815,83.0,False,140
