timestamp,temperature,throttling,count
2025-05-04T17:21:58.871,98.0,True,10
2025-05-04T17:22:02.047,99.0,True,20
2025-05-04T17:22:05.276,100.0,True,30
2025-05-04T17:22:09.178,83.0,False,40
2025-05-04T17:22:14.408,82.0,False,50
2025-05-04T17:22:19.093,81.0,False,60
2025-05-04T17:22:24.101,81.0,False,70
2025-05-04T17:22:29.403,84.0,False,80
2025-05-04T17:22:34.729,82.0,False,90
2025-05-04T17:22:39.729,81.0,False,100
2025-05-04T17:22:44.753,81.0,False,110
2025-05-04T17:22:50.008,82.0,False,120
2025-05-04T17:22:54.652,81.0,False,130
2025-05-04T17:22:59.088,83.0,False,140
