timestamp,temperature,throttling,count
2025-05-04T17:21:59.511,98.0,True,10
2025-05-04T17:22:02.683,99.0,True,20
2025-05-04T17:22:05.956,100.0,True,30
2025-05-04T17:22:10.176,81.0,False,40
2025-05-04T17:22:15.102,82.0,False,50
2025-05-04T17:22:19.672,81.0,False,60
2025-05-04T17:22:24.637,82.0,False,70
2025-05-04T17:22:29.849,82.0,False,80
2025-05-04T17:22:35.094,82.0,False,90
2025-05-04T17:22:40.425,81.0,False,100
2025-05-04T17:22:45.136,81.0,False,110
2025-05-04T17:22:50.425,82.0,False,120
2025-05-04T17:22:54.815,83.0,False,130
2025-05-04T17:22:59.265,83.0,False,140
