timestamp,temperature,throttling,count
2025-05-04T17:15:45.287,97.0,True,10
2025-05-04T17:15:46.820,98.0,True,20
2025-05-04T17:15:48.322,98.0,True,30
2025-05-04T17:15:49.844,99.0,True,40
2025-05-04T17:15:51.312,97.0,True,50
2025-05-04T17:15:52.882,100.0,True,60
2025-05-04T17:15:54.394,100.0,True,70
2025-05-04T17:15:55.968,98.0,True,80
2025-05-04T17:15:57.955,90.0,True,90
2025-05-04T17:16:00.672,81.0,False,100
2025-05-04T17:16:03.028,81.0,False,110
2025-05-04T17:16:05.800,81.0,False,120
2025-05-04T17:16:08.529,82.0,False,130
2025-05-04T17:16:10.948,80.0,False,140
2025-05-04T17:16:13.447,83.0,False,150
2025-05-04T17:16:16.368,83.0,False,160
2025-05-04T17:16:19.063,82.0,False,170
2025-05-04T17:16:21.989,82.0,False,180
2025-05-04T17:16:24.632,84.0,False,190
2025-05-04T17:16:27.139,82.0,False,200
2025-05-04T17:16:29.747,83.0,False,210
2025-05-04T17:16:32.052,83.0,False,220
2025-05-04T17:16:34.308,83.0,False,230
2025-05-04T17:16:36.584,82.0,False,240
2025-05-04T17:16:38.917,82.0,False,250
2025-05-04T17:16:41.697,82.0,False,260
2025-05-04T17:16:44.650,82.0,False,270
