timestamp,temperature,throttling,count
2025-05-04T17:19:54.231,100.0,True,10
2025-05-04T17:19:56.866,100.0,True,20
2025-05-04T17:19:59.624,99.0,True,30
2025-05-04T17:20:04.201,82.0,False,40
2025-05-04T17:20:08.275,82.0,False,50
2025-05-04T17:20:12.475,81.0,False,60
2025-05-04T17:20:16.346,83.0,False,70
2025-05-04T17:20:20.424,82.0,False,80
2025-05-04T17:20:24.065,83.0,False,90
2025-05-04T17:20:28.010,83.0,False,100
2025-05-04T17:20:31.857,83.0,False,110
2025-05-04T17:20:35.701,84.0,False,120
2025-05-04T17:20:39.730,83.0,False,130
2025-05-04T17:20:43.753,82.0,False,140
2025-05-04T17:20:47.447,84.0,False,150
2025-05-04T17:20:51.284,82.0,False,160
2025-05-04T17:20:53.763,82.0,False,170
