timestamp,temperature,throttling,count
2025-05-04T17:19:54.750,99.0,True,10
2025-05-04T17:19:57.700,100.0,True,20
2025-05-04T17:20:01.328,84.0,False,30
2025-05-04T17:20:06.051,81.0,False,40
2025-05-04T17:20:10.392,84.0,False,50
2025-05-04T17:20:14.762,82.0,False,60
2025-05-04T17:20:19.121,83.0,False,70
2025-05-04T17:20:23.475,83.0,False,80
2025-05-04T17:20:28.049,83.0,False,90
2025-05-04T17:20:31.979,83.0,False,100
2025-05-04T17:20:36.349,82.0,False,110
2025-05-04T17:20:40.499,82.0,False,120
2025-05-04T17:20:44.799,82.0,False,130
2025-05-04T17:20:48.972,84.0,False,140
2025-05-04T17:20:52.890,83.0,False,150
