timestamp,temperature,throttling,count
2025-05-04T17:19:53.303,100.0,True,10
2025-05-04T17:19:56.056,99.0,True,20
2025-05-04T17:19:58.945,100.0,True,30
2025-05-04T17:20:02.743,81.0,False,40
2025-05-04T17:20:07.119,82.0,False,50
2025-05-04T17:20:11.410,80.0,False,60
2025-05-04T17:20:15.352,81.0,False,70
2025-05-04T17:20:19.598,81.0,False,80
2025-05-04T17:20:23.609,83.0,False,90
2025-05-04T17:20:27.704,83.0,False,100
2025-05-04T17:20:31.672,83.0,False,110
2025-05-04T17:20:35.103,83.0,False,120
2025-05-04T17:20:39.132,83.0,False,130
2025-05-04T17:20:42.951,82.0,False,140
2025-05-04T17:20:46.749,81.0,False,150
2025-05-04T17:20:50.577,82.0,False,160
2025-05-04T17:20:53.539,82.0,False,170
