timestamp,temperature,throttling,count
2025-05-04T17:13:41.899,94.0,True,10
2025-05-04T17:13:42.886,98.0,True,20
2025-05-04T17:13:43.912,99.0,True,30
2025-05-04T17:13:44.873,100.0,True,40
2025-05-04T17:13:45.885,98.0,True,50
2025-05-04T17:13:46.884,98.0,True,60
2025-05-04T17:13:47.922,100.0,True,70
2025-05-04T17:13:48.908,100.0,True,80
2025-05-04T17:13:49.953,98.0,True,90
2025-05-04T17:13:50.949,100.0,True,100
2025-05-04T17:13:52.020,95.0,True,110
2025-05-04T17:13:53.060,100.0,True,120
2025-05-04T17:13:54.129,96.0,True,130
2025-05-04T17:13:55.169,100.0,True,140
2025-05-04T17:13:56.258,100.0,True,150
2025-05-04T17:13:57.918,83.0,False,160
2025-05-04T17:13:59.543,82.0,False,170
2025-05-04T17:14:01.139,81.0,False,180
2025-05-04T17:14:02.710,84.0,False,190
2025-05-04T17:14:04.272,82.0,False,200
2025-05-04T17:14:05.872,82.0,False,210
2025-05-04T17:14:07.451,85.0,True,220
2025-05-04T17:14:08.970,82.0,False,230
2025-05-04T17:14:10.506,83.0,False,240
2025-05-04T17:14:11.927,83.0,False,250
2025-05-04T17:14:13.458,86.0,True,260
2025-05-04T17:14:15.015,83.0,False,270
2025-05-04T17:14:16.364,81.0,False,280
2025-05-04T17:14:17.852,85.0,True,290
2025-05-04T17:14:19.376,85.0,True,300
2025-05-04T17:14:21.050,84.0,False,310
2025-05-04T17:14:22.549,85.0,True,320
2025-05-04T17:14:24.066,84.0,False,330
2025-05-04T17:14:25.543,84.0,False,340
2025-05-04T17:14:27.085,84.0,False,350
2025-05-04T17:14:28.585,82.0,False,360
2025-05-04T17:14:30.121,85.0,True,370
2025-05-04T17:14:31.694,85.0,True,380
2025-05-04T17:14:33.206,86.0,True,390
2025-05-04T17:14:34.714,82.0,False,400
2025-05-04T17:14:36.249,84.0,False,410
2025-05-04T17:14:37.787,85.0,True,420
2025-05-04T17:14:39.258,86.0,True,430
2025-05-04T17:14:40.746,83.0,False,440
2025-05-04T17:14:42.129,85.0,True,450
